id,trial,block,film_choose_index,film_index_1,film_index_2,r_or_w
41,5,9,5,4,5,1
41,6,9,3,1,3,1
41,7,9,5,3,5,1
41,8,9,4,2,4,1
41,9,9,8,6,8,1
41,10,9,5,2,5,1
41,11,9,7,2,7,1
41,12,9,6,4,6,1
41,13,9,8,7,8,1
41,14,9,7,1,7,1
41,15,9,2,1,2,1
41,16,9,7,3,7,1
41,17,9,6,2,6,1
41,18,9,4,1,4,1
41,19,9,8,4,8,1
41,20,9,6,6,7,0
41,21,9,6,5,6,1
41,22,9,6,1,6,1
41,23,9,6,3,6,1
41,24,9,8,1,8,1
41,25,9,8,5,8,1
41,26,9,8,2,8,1
41,27,9,7,5,7,1
41,28,9,5,1,5,1
41,1,10,8,6,8,1
41,2,10,3,1,3,1
41,3,10,7,5,7,1
41,4,10,7,4,7,1
41,5,10,5,2,5,1
41,6,10,6,3,6,1
41,7,10,3,2,3,1
41,8,10,8,3,8,1
41,9,10,7,1,7,1
41,10,10,8,1,8,1
41,11,10,7,3,7,1
41,12,10,6,1,6,1
41,13,10,4,3,4,1
41,14,10,6,6,7,0
41,15,10,5,3,5,1
41,16,10,2,1,2,1
41,17,10,6,4,6,1
41,18,10,6,2,6,1
41,19,10,4,1,4,1
41,20,10,8,7,8,1
41,21,10,5,1,5,1
41,22,10,8,5,8,1
41,23,10,4,2,4,1
41,24,10,5,4,5,1
41,25,10,6,5,6,1
41,26,10,8,2,8,1
41,27,10,8,4,8,1
41,28,10,7,2,7,1
42,1,1,3,2,3,1
42,2,1,8,4,8,1
42,3,1,7,2,7,1
42,4,1,5,3,5,1
42,5,1,2,2,6,0
42,6,1,7,6,7,1
42,7,1,3,3,4,0
42,8,1,6,4,6,1
42,9,1,2,2,4,0
42,10,1,3,3,6,0
42,11,1,8,3,8,1
42,12,1,7,5,7,1
42,13,1,7,3,7,1
42,14,1,8,1,8,1
42,15,1,8,5,8,1
42,16,1,8,6,8,1
42,17,1,5,5,6,0
42,18,1,3,1,3,1
42,19,1,7,4,7,1
42,20,1,8,2,8,1
42,21,1,5,2,5,1
42,22,1,6,1,6,1
42,23,1,7,1,7,1
42,24,1,2,1,2,1
42,25,1,5,1,5,1
42,26,1,8,7,8,1
42,27,1,5,4,5,1
42,28,1,4,1,4,1
42,1,2,6,1,6,1
42,2,2,8,5,8,1
42,3,2,8,7,8,1
42,4,2,3,1,3,1
42,5,2,2,2,6,0
42,6,2,5,4,5,1
42,7,2,8,2,8,1
42,8,2,5,5,6,0
42,9,2,7,2,7,1
42,10,2,6,4,6,1
42,11,2,8,6,8,1
42,12,2,7,3,7,1
42,13,2,4,1,4,1
42,14,2,2,2,5,0
42,15,2,3,3,4,0
42,16,2,7,4,7,1
42,17,2,3,2,3,1
42,18,2,7,1,7,1
42,19,2,7,6,7,1
42,20,2,8,4,8,1
42,21,2,5,3,5,1
42,22,2,2,2,4,0
42,23,2,7,5,7,1
42,24,2,3,3,6,0
42,25,2,2,1,2,1
42,26,2,8,1,8,1
42,27,2,5,1,5,1
42,28,2,8,3,8,1
42,1,3,7,3,7,1
42,2,3,2,2,4,0
42,3,3,8,5,8,1
42,4,3,2,1,2,1
42,5,3,2,2,3,0
42,6,3,5,1,5,1
42,7,3,6,4,6,1
42,8,3,3,1,3,1
42,9,3,7,2,7,1
42,10,3,4,1,4,1
42,11,3,7,5,7,1
42,12,3,5,2,5,1
42,13,3,5,4,5,1
42,14,3,5,5,6,0
42,15,3,7,1,7,1
42,16,3,8,7,8,1
42,17,3,5,3,5,1
42,18,3,3,3,4,0
42,19,3,6,1,6,1
42,20,3,8,1,8,1
42,21,3,2,2,8,0
42,22,3,8,6,8,1
42,23,3,7,6,7,1
42,24,3,8,3,8,1
42,25,3,3,3,6,0
42,26,3,8,4,8,1
42,27,3,2,2,6,0
42,28,3,7,4,7,1
42,1,4,3,1,3,1
42,2,4,7,3,7,1
42,3,4,4,1,4,1
42,4,4,8,6,8,1
42,5,4,5,5,6,0
42,6,4,7,5,7,1
42,7,4,5,2,5,1
42,8,4,8,2,8,1
42,9,4,6,1,6,1
42,10,4,5,3,5,1
42,11,4,8,1,8,1
42,12,4,7,2,7,1
42,13,4,7,1,7,1
42,14,4,8,7,8,1
42,15,4,5,4,5,1
42,16,4,5,1,5,1
42,17,4,2,2,6,0
42,18,4,8,4,8,1
42,19,4,2,1,2,1
42,20,4,3,3,4,0
42,21,4,7,4,7,1
42,22,4,2,2,4,0
42,23,4,8,5,8,1
42,24,4,6,4,6,1
42,25,4,3,2,3,1
42,26,4,7,6,7,1
42,27,4,3,3,6,0
42,28,4,8,3,8,1
42,1,5,8,1,8,1
42,2,5,3,3,6,0
42,3,5,3,3,4,0
42,4,5,8,7,8,1
42,5,5,5,2,5,1
42,6,5,8,5,8,1
42,7,5,7,3,7,1
42,8,5,4,1,4,1
42,9,5,2,1,2,1
42,10,5,2,2,6,0
42,11,5,5,4,5,1
42,12,5,7,1,7,1
42,13,5,2,2,3,0
42,14,5,5,5,7,0
42,15,5,7,4,7,1
42,16,5,8,6,8,1
42,17,5,5,3,5,1
42,18,5,8,2,8,1
42,19,5,8,4,8,1
42,20,5,8,3,8,1
42,21,5,2,2,4,0
42,22,5,7,2,7,1
42,23,5,3,1,3,1
42,24,5,7,6,7,1
42,25,5,4,4,6,0
42,26,5,6,1,6,1
42,27,5,5,5,6,0
42,28,5,5,1,5,1
42,1,6,5,3,5,1
42,2,6,7,4,7,1
42,3,6,3,3,4,0
42,4,6,8,1,8,1
42,5,6,5,5,6,0
42,6,6,2,2,6,0
42,7,6,1,1,4,0
42,8,6,7,2,7,1
42,9,6,7,1,7,1
42,10,6,7,6,7,1
42,11,6,5,4,5,1
42,12,6,5,2,5,1
42,13,6,8,4,8,1
42,14,6,7,3,7,1
42,15,6,2,2,4,0
42,16,6,8,6,8,1
42,17,6,3,3,6,0
42,18,6,6,1,6,1
42,19,6,3,1,3,1
42,20,6,3,2,3,1
42,21,6,6,4,6,1
42,22,6,5,1,5,1
42,23,6,8,7,8,1
42,24,6,7,5,7,1
42,25,6,2,1,2,1
42,26,6,8,2,8,1
42,27,6,8,3,8,1
42,28,6,8,5,8,1
42,1,7,8,5,8,1
42,2,7,2,2,3,0
42,3,7,2,2,4,0
42,4,7,7,5,7,1
42,5,7,8,1,8,1
42,6,7,3,1,3,1
42,7,7,7,2,7,1
42,8,7,7,6,7,1
42,9,7,3,3,4,0
42,10,7,8,4,8,1
42,11,7,5,5,6,0
42,12,7,7,1,7,1
42,13,7,8,3,8,1
42,14,7,2,1,2,1
42,15,7,5,4,5,1
42,16,7,7,3,7,1
42,17,7,8,6,8,1
42,18,7,6,4,6,1
42,19,7,6,3,6,1
42,20,7,5,3,5,1
42,21,7,8,2,8,1
42,22,7,5,1,5,1
42,23,7,4,1,4,1
42,24,7,8,7,8,1
42,25,7,6,1,6,1
42,26,7,5,2,5,1
42,27,7,7,4,7,1
42,28,7,2,2,6,0
42,1,8,5,1,5,1
42,2,8,2,2,5,0
42,3,8,7,6,7,1
42,4,8,7,1,7,1
42,5,8,1,1,4,0
42,6,8,3,3,6,0
42,7,8,8,2,8,1
42,8,8,2,2,3,0
42,9,8,7,3,7,1
42,10,8,5,4,5,1
42,11,8,2,1,2,1
42,12,8,8,7,8,1
42,13,8,7,5,7,1
42,14,8,6,4,6,1
42,15,8,7,4,7,1
42,16,8,8,1,8,1
42,17,8,8,6,8,1
42,18,8,3,3,4,0
42,19,8,8,5,8,1
42,20,8,6,1,6,1
42,21,8,6,5,6,1
42,22,8,7,2,7,1
42,23,8,2,2,4,0
42,24,8,3,1,3,1
42,25,8,8,4,8,1
42,26,8,5,3,5,1
42,27,8,2,2,6,0
42,28,8,8,3,8,1
42,1,9,7,6,7,1
42,2,9,2,2,3,0
42,3,9,3,3,4,0
42,4,9,7,2,7,1
42,5,9,8,1,8,1
42,6,9,7,3,7,1
42,7,9,2,1,2,1
42,8,9,4,1,4,1
42,9,9,7,5,7,1
42,10,9,7,4,7,1
42,11,9,8,5,8,1
42,12,9,6,1,6,1
42,13,9,3,1,3,1
42,14,9,5,2,5,1
42,15,9,5,5,6,0
42,16,9,2,2,4,0
42,17,9,7,1,7,1
42,18,9,6,4,6,1
42,19,9,8,3,8,1
42,20,9,5,3,5,1
42,21,9,7,7,8,0
42,22,9,5,4,5,1
42,23,9,8,4,8,1
42,24,9,2,2,6,0
42,25,9,5,1,5,1
42,26,9,8,2,8,1
42,27,9,8,6,8,1
42,28,9,3,3,6,0
42,1,10,5,3,5,1
42,2,10,8,5,8,1
42,3,10,5,2,5,1
42,4,10,4,1,4,1
42,5,10,8,3,8,1
42,6,10,8,4,8,1
42,7,10,3,1,3,1
42,8,10,6,1,6,1
42,9,10,3,2,3,1
42,10,10,3,3,4,0
42,11,10,7,6,7,1
42,12,10,6,4,6,1
42,13,10,7,3,7,1
42,14,10,5,5,6,0
42,15,10,2,2,6,0
42,16,10,7,4,7,1
42,17,10,5,1,5,1
42,18,10,8,6,8,1
42,19,10,2,2,4,0
42,20,10,7,5,7,1
42,21,10,8,1,8,1
42,22,10,8,7,8,1
42,23,10,5,4,5,1
42,24,10,8,2,8,1
42,25,10,3,3,6,0
42,26,10,7,2,7,1
42,27,10,2,1,2,1
42,28,10,7,1,7,1
43,1,1,8,6,8,1
43,2,1,8,1,8,1
43,3,1,7,3,7,1
43,4,1,8,7,8,1
43,5,1,3,3,4,0
43,6,1,3,2,3,1
43,7,1,5,2,5,1
43,8,1,8,2,8,1
43,9,1,6,4,6,1
43,10,1,3,1,3,1
43,11,1,7,4,7,1
43,12,1,6,1,6,1
43,13,1,5,5,6,0
43,14,1,5,3,5,1
43,15,1,4,4,5,0
43,16,1,8,3,8,1
43,17,1,6,3,6,1
43,18,1,8,4,8,1
43,19,1,7,5,7,1
43,20,1,5,1,5,1
43,21,1,8,5,8,1
43,22,1,7,6,7,1
43,23,1,4,2,4,1
43,24,1,6,2,6,1
43,25,1,7,2,7,1
43,26,1,2,1,2,1
43,27,1,4,1,4,1
43,28,1,7,1,7,1
43,1,2,2,1,2,1
43,2,2,7,5,7,1
43,3,2,4,3,4,1
43,4,2,6,4,6,1
43,5,2,7,4,7,1
43,6,2,5,3,5,1
43,7,2,8,5,8,1
43,8,2,3,1,3,1
43,9,2,8,3,8,1
43,10,2,5,4,5,1
43,11,2,6,5,6,1
43,12,2,6,1,6,1
43,13,2,8,1,8,1
43,14,2,8,2,8,1
43,15,2,4,2,4,1
43,16,2,7,3,7,1
43,17,2,6,3,6,1
43,18,2,6,2,6,1
43,19,2,1,1,7,0
43,20,2,4,1,4,1
43,21,2,6,6,7,0
43,22,2,7,2,7,1
43,23,2,8,6,8,1
43,24,2,8,7,8,1
43,25,2,8,4,8,1
43,26,2,5,1,5,1
43,27,2,3,2,3,1
43,28,2,2,2,5,0
43,1,3,8,4,8,1
43,2,3,4,1,4,1
43,3,3,8,3,8,1
43,4,3,5,2,5,1
43,5,3,7,5,7,1
43,6,3,6,2,6,1
43,7,3,7,1,7,1
43,8,3,3,1,3,1
43,9,3,4,2,4,1
43,10,3,4,3,4,1
43,11,3,8,1,8,1
43,12,3,8,2,8,1
43,13,3,5,1,5,1
43,14,3,4,4,5,0
43,15,3,3,2,3,1
43,16,3,6,1,6,1
43,17,3,6,5,6,1
43,18,3,7,3,7,1
43,19,3,7,4,7,1
43,20,3,7,2,7,1
43,21,3,3,3,5,0
43,22,3,8,6,8,1
43,23,3,8,7,8,1
43,24,3,8,5,8,1
43,25,3,2,1,2,1
43,26,3,6,4,6,1
43,27,3,6,3,6,1
43,28,3,7,6,7,1
43,1,4,4,3,4,1
43,2,4,7,6,7,1
43,3,4,3,2,3,1
43,4,4,8,4,8,1
43,5,4,2,2,4,0
43,6,4,6,4,6,1
43,7,4,4,1,4,1
43,8,4,6,1,6,1
43,9,4,8,2,8,1
43,10,4,7,2,7,1
43,11,4,3,1,3,1
43,12,4,8,6,8,1
43,13,4,8,1,8,1
43,14,4,8,5,8,1
43,15,4,7,4,7,1
43,16,4,7,1,7,1
43,17,4,2,2,5,0
43,18,4,7,3,7,1
43,19,4,5,3,5,1
43,20,4,8,3,8,1
43,21,4,6,5,6,1
43,22,4,8,7,8,1
43,23,4,2,2,6,0
43,24,4,6,3,6,1
43,25,4,7,5,7,1
43,26,4,5,1,5,1
43,27,4,4,4,5,0
43,28,4,2,1,2,1
43,1,5,5,3,5,1
43,2,5,7,2,7,1
43,3,5,5,4,5,1
43,4,5,8,2,8,1
43,5,5,7,6,7,1
43,6,5,2,2,4,0
43,7,5,8,4,8,1
43,8,5,8,5,8,1
43,9,5,3,1,3,1
43,10,5,2,1,2,1
43,11,5,4,1,4,1
43,12,5,6,4,6,1
43,13,5,5,2,5,1
43,14,5,8,1,8,1
43,15,5,8,3,8,1
43,16,5,2,2,3,0
43,17,5,8,7,8,1
43,18,5,7,3,7,1
43,19,5,6,1,6,1
43,20,5,4,3,4,1
43,21,5,5,1,5,1
43,22,5,7,5,7,1
43,23,5,7,4,7,1
43,24,5,7,1,7,1
43,25,5,8,6,8,1
43,26,5,6,2,6,1
43,27,5,6,3,6,1
43,28,5,6,5,6,1
43,1,6,3,1,3,1
43,2,6,4,2,4,1
43,3,6,6,5,6,1
43,4,6,6,1,6,1
43,5,6,8,3,8,1
43,6,6,8,6,8,1
43,7,6,4,4,5,0
43,8,6,7,6,7,1
43,9,6,6,2,6,1
43,10,6,8,5,8,1
43,11,6,8,2,8,1
43,12,6,2,1,2,1
43,13,6,7,5,7,1
43,14,6,5,2,5,1
43,15,6,8,4,8,1
43,16,6,7,2,7,1
43,17,6,7,3,7,1
43,18,6,4,3,4,1
43,19,6,6,4,6,1
43,20,6,5,3,5,1
43,21,6,7,4,7,1
43,22,6,8,7,8,1
43,23,6,6,3,6,1
43,24,6,8,1,8,1
43,25,6,7,1,7,1
43,26,6,5,1,5,1
43,27,6,4,1,4,1
43,28,6,2,2,3,0
43,1,7,6,1,6,1
43,2,7,2,2,3,0
43,3,7,8,7,8,1
43,4,7,6,2,6,1
43,5,7,7,4,7,1
43,6,7,8,1,8,1
43,7,7,7,2,7,1
43,8,7,8,6,8,1
43,9,7,8,2,8,1
43,10,7,6,5,6,1
43,11,7,5,3,5,1
43,12,7,4,1,4,1
43,13,7,8,3,8,1
43,14,7,7,5,7,1
43,15,7,2,2,4,0
43,16,7,6,3,6,1
43,17,7,7,1,7,1
43,18,7,2,1,2,1
43,19,7,4,3,4,1
43,20,7,2,2,5,0
43,21,7,5,1,5,1
43,22,7,8,5,8,1
43,23,7,8,4,8,1
43,24,7,3,1,3,1
43,25,7,6,4,6,1
43,26,7,4,4,5,0
43,27,7,7,6,7,1
43,28,7,3,3,7,0
43,1,8,8,5,8,1
43,2,8,5,4,5,1
43,3,8,6,3,6,1
43,4,8,3,2,3,1
43,5,8,4,2,4,1
43,6,8,7,6,7,1
43,7,8,6,2,6,1
43,8,8,5,3,5,1
43,9,8,8,7,8,1
43,10,8,5,2,5,1
43,11,8,4,1,4,1
43,12,8,2,1,2,1
43,13,8,7,3,7,1
43,14,8,8,6,8,1
43,15,8,5,1,5,1
43,16,8,8,2,8,1
43,17,8,6,4,6,1
43,18,8,3,1,3,1
43,19,8,7,4,7,1
43,20,8,7,1,7,1
43,21,8,4,3,4,1
43,22,8,8,4,8,1
43,23,8,6,1,6,1
43,24,8,8,1,8,1
43,25,8,6,5,6,1
43,26,8,7,2,7,1
43,27,8,8,3,8,1
43,28,8,7,5,7,1
43,1,9,6,2,6,1
43,2,9,4,3,4,1
43,3,9,6,3,6,1
43,4,9,2,2,4,0
43,5,9,2,2,3,0
43,6,9,8,6,8,1
43,7,9,6,5,6,1
43,8,9,8,2,8,1
43,9,9,8,5,8,1
43,10,9,6,1,6,1
43,11,9,2,1,2,1
43,12,9,7,3,7,1
43,13,9,8,4,8,1
43,14,9,7,4,7,1
43,15,9,3,3,5,0
43,16,9,7,5,7,1
43,17,9,7,2,7,1
43,18,9,8,1,8,1
43,19,9,8,3,8,1
43,20,9,5,4,5,1
43,21,9,5,2,5,1
43,22,9,4,1,4,1
43,23,9,7,1,7,1
43,24,9,5,1,5,1
43,25,9,8,7,8,1
43,26,9,6,4,6,1
43,27,9,3,1,3,1
43,28,9,7,6,7,1
43,1,10,7,4,7,1
43,2,10,8,6,8,1
43,3,10,8,3,8,1
43,4,10,6,2,6,1
43,5,10,6,4,6,1
43,6,10,8,1,8,1
43,7,10,6,3,6,1
43,8,10,7,1,7,1
43,9,10,2,1,2,1
43,10,10,8,7,8,1
43,11,10,5,1,5,1
43,12,10,7,2,7,1
43,13,10,8,2,8,1
43,14,10,3,1,3,1
43,15,10,8,5,8,1
43,16,10,2,2,5,0
43,17,10,8,4,8,1
43,18,10,7,3,7,1
43,19,10,5,4,5,1
43,20,10,7,5,7,1
43,21,10,4,2,4,1
43,22,10,7,6,7,1
43,23,10,4,1,4,1
43,24,10,3,3,5,0
43,25,10,4,3,4,1
43,26,10,3,2,3,1
43,27,10,6,5,6,1
43,28,10,6,1,6,1
44,1,1,6,3,6,1
44,2,1,8,6,8,1
44,3,1,8,3,8,1
44,4,1,7,2,7,1
44,5,1,3,2,3,1
44,6,1,8,5,8,1
44,7,1,6,2,6,1
44,8,1,7,7,8,0
44,9,1,8,2,8,1
44,10,1,4,3,4,1
44,11,1,7,3,7,1
44,12,1,4,2,4,1
44,13,1,2,1,2,1
44,14,1,8,1,8,1
44,15,1,3,1,3,1
44,16,1,6,5,6,1
44,17,1,5,3,5,1
44,18,1,6,1,6,1
44,19,1,8,4,8,1
44,20,1,7,5,7,1
44,21,1,6,4,6,1
44,22,1,7,4,7,1
44,23,1,5,1,5,1
44,24,1,7,1,7,1
44,25,1,5,4,5,1
44,26,1,7,6,7,1
44,27,1,5,2,5,1
44,28,1,4,1,4,1
44,1,2,5,1,5,1
44,2,2,5,3,5,1
44,3,2,3,1,3,1
44,4,2,8,2,8,1
44,5,2,6,1,6,1
44,6,2,6,4,6,1
44,7,2,5,2,5,1
44,8,2,7,4,7,1
44,9,2,6,6,8,0
44,10,2,8,3,8,1
44,11,2,7,2,7,1
44,12,2,7,1,7,1
44,13,2,8,1,8,1
44,14,2,7,6,7,1
44,15,2,8,4,8,1
44,16,2,7,3,7,1
44,17,2,7,7,8,0
44,18,2,4,2,4,1
44,19,2,2,2,6,0
44,20,2,8,5,8,1
44,21,2,3,2,3,1
44,22,2,4,1,4,1
44,23,2,2,1,2,1
44,24,2,6,5,6,1
44,25,2,7,5,7,1
44,26,2,6,3,6,1
44,27,2,5,4,5,1
44,28,2,4,3,4,1
44,1,3,6,4,6,1
44,2,3,7,7,8,0
44,3,3,6,3,6,1
44,4,3,8,1,8,1
44,5,3,8,4,8,1
44,6,3,5,4,5,1
44,7,3,8,3,8,1
44,8,3,7,6,7,1
44,9,3,5,3,5,1
44,10,3,6,6,8,0
44,11,3,3,1,3,1
44,12,3,7,4,7,1
44,13,3,6,1,6,1
44,14,3,4,1,4,1
44,15,3,8,2,8,1
44,16,3,3,2,3,1
44,17,3,6,2,6,1
44,18,3,7,5,7,1
44,19,3,5,2,5,1
44,20,3,8,5,8,1
44,21,3,2,1,2,1
44,22,3,4,2,4,1
44,23,3,7,2,7,1
44,24,3,4,3,4,1
44,25,3,7,1,7,1
44,26,3,5,1,5,1
44,27,3,7,3,7,1
44,28,3,6,5,6,1
44,1,4,8,5,8,1
44,2,4,6,1,6,1
44,3,4,7,7,8,0
44,4,4,3,2,3,1
44,5,4,8,1,8,1
44,6,4,5,4,5,1
44,7,4,7,4,7,1
44,8,4,7,3,7,1
44,9,4,4,1,4,1
44,10,4,5,1,5,1
44,11,4,5,3,5,1
44,12,4,7,5,7,1
44,13,4,7,1,7,1
44,14,4,8,3,8,1
44,15,4,7,2,7,1
44,16,4,8,2,8,1
44,17,4,7,6,7,1
44,18,4,3,1,3,1
44,19,4,6,4,6,1
44,20,4,8,4,8,1
44,21,4,6,3,6,1
44,22,4,5,2,5,1
44,23,4,5,5,6,0
44,24,4,6,6,8,0
44,25,4,2,1,2,1
44,26,4,6,2,6,1
44,27,4,4,3,4,1
44,28,4,4,2,4,1
44,1,5,6,5,6,1
44,2,5,3,2,3,1
44,3,5,6,4,6,1
44,4,5,5,2,5,1
44,5,5,6,2,6,1
44,6,5,3,1,3,1
44,7,5,2,1,2,1
44,8,5,7,2,7,1
44,9,5,8,3,8,1
44,10,5,6,1,6,1
44,11,5,5,5,8,0
44,12,5,7,1,7,1
44,13,5,7,3,7,1
44,14,5,7,6,7,1
44,15,5,4,2,4,1
44,16,5,7,5,7,1
44,17,5,8,1,8,1
44,18,5,6,3,6,1
44,19,5,5,1,5,1
44,20,5,4,1,4,1
44,21,5,4,3,4,1
44,22,5,5,4,5,1
44,23,5,7,4,7,1
44,24,5,8,4,8,1
44,25,5,5,3,5,1
44,26,5,8,2,8,1
44,27,5,7,7,8,0
44,28,5,6,6,8,0
44,1,6,7,6,7,1
44,2,6,3,1,3,1
44,3,6,4,2,4,1
44,4,6,7,4,7,1
44,5,6,7,1,7,1
44,6,6,8,3,8,1
44,7,6,5,2,5,1
44,8,6,3,2,3,1
44,9,6,7,5,7,1
44,10,6,8,4,8,1
44,11,6,6,3,6,1
44,12,6,6,6,8,0
44,13,6,6,1,6,1
44,14,6,4,3,4,1
44,15,6,8,2,8,1
